filename,population,BATCH,SAMPLE_NAME,eventCount
natalia-batch3-concat_normalized_8013-04.fcs,Classical monocytes,natalia-batch3,8013-04.fcs,17
natalia-batch3-concat_normalized_8013-04.fcs,mDCs,natalia-batch3,8013-04.fcs,14
natalia-batch3-concat_normalized_8013-04.fcs,Nonclassical monocytes,natalia-batch3,8013-04.fcs,50
natalia-batch3-concat_normalized_8013-04.fcs,NK Cells,natalia-batch3,8013-04.fcs,186
natalia-batch3-concat_normalized_8013-04.fcs,CD4 T cells,natalia-batch3,8013-04.fcs,535
natalia-batch3-concat_normalized_8013-04.fcs,CM_CD4,natalia-batch3,8013-04.fcs,153
natalia-batch3-concat_normalized_8013-04.fcs,Effector_CD4,natalia-batch3,8013-04.fcs,39
natalia-batch3-concat_normalized_8013-04.fcs,EM_CD4,natalia-batch3,8013-04.fcs,67
natalia-batch3-concat_normalized_8013-04.fcs,Naive_CD4,natalia-batch3,8013-04.fcs,270
natalia-batch3-concat_normalized_8013-04.fcs,CD8 T cells,natalia-batch3,8013-04.fcs,137
natalia-batch3-concat_normalized_8013-04.fcs,CM_CD8,natalia-batch3,8013-04.fcs,8
natalia-batch3-concat_normalized_8013-04.fcs,Effector_CD8,natalia-batch3,8013-04.fcs,27
natalia-batch3-concat_normalized_8013-04.fcs,EM_CD8,natalia-batch3,8013-04.fcs,69
natalia-batch3-concat_normalized_8013-04.fcs,Naive_CD8,natalia-batch3,8013-04.fcs,32
natalia-batch3-concat_normalized_8013-04.fcs,Neutrophils,natalia-batch3,8013-04.fcs,2812
round2_batch3-concat_normalized_8031-02.fcs,Cells,round2_batch3,8031-02.fcs,11243
round2_batch3-concat_normalized_8031-02.fcs,CD45+CD66-,round2_batch3,8031-02.fcs,924
round2_batch3-concat_normalized_8031-02.fcs,B cells,round2_batch3,8031-02.fcs,121
round2_batch3-concat_normalized_8031-02.fcs,pDCs,round2_batch3,8031-02.fcs,0
round2_batch3-concat_normalized_8031-02.fcs,Classical monocytes,round2_batch3,8031-02.fcs,3
round2_batch3-concat_normalized_8031-02.fcs,mDCs,round2_batch3,8031-02.fcs,7
round2_batch3-concat_normalized_8031-02.fcs,Nonclassical monocytes,round2_batch3,8031-02.fcs,8
round2_batch3-concat_normalized_8031-02.fcs,NK Cells,round2_batch3,8031-02.fcs,153
round2_batch3-concat_normalized_8031-02.fcs,CD4 T cells,round2_batch3,8031-02.fcs,334
round2_batch3-concat_normalized_8031-02.fcs,CM_CD4,round2_batch3,8031-02.fcs,64
round2_batch3-concat_normalized_8031-02.fcs,Effector_CD4,round2_batch3,8031-02.fcs,42
round2_batch3-concat_normalized_8031-02.fcs,EM_CD4,round2_batch3,8031-02.fcs,71
round2_batch3-concat_normalized_8031-02.fcs,Naive_CD4,round2_batch3,8031-02.fcs,148
round2_batch3-concat_normalized_8031-02.fcs,CD8 T cells,round2_batch3,8031-02.fcs,124
round2_batch3-concat_normalized_8031-02.fcs,CM_CD8,round2_batch3,8031-02.fcs,7
round2_batch3-concat_normalized_8031-02.fcs,Effector_CD8,round2_batch3,8031-02.fcs,33
round2_batch3-concat_normalized_8031-02.fcs,EM_CD8,round2_batch3,8031-02.fcs,46
round2_batch3-concat_normalized_8031-02.fcs,Naive_CD8,round2_batch3,8031-02.fcs,22
round2_batch3-concat_normalized_8031-02.fcs,Neutrophils,round2_batch3,8031-02.fcs,233
round2_batch5-concat_normalized_8039-02.fcs,Cells,round2_batch5,8039-02.fcs,18787
round2_batch5-concat_normalized_8039-02.fcs,CD45+CD66-,round2_batch5,8039-02.fcs,3392
round2_batch5-concat_normalized_8039-02.fcs,B cells,round2_batch5,8039-02.fcs,247
round2_batch5-concat_normalized_8039-02.fcs,pDCs,round2_batch5,8039-02.fcs,1
round2_batch5-concat_normalized_8039-02.fcs,Classical monocytes,round2_batch5,8039-02.fcs,141
round2_batch5-concat_normalized_8039-02.fcs,mDCs,round2_batch5,8039-02.fcs,12
round2_batch5-concat_normalized_8039-02.fcs,Nonclassical monocytes,round2_batch5,8039-02.fcs,47
round2_batch5-concat_normalized_8039-02.fcs,NK Cells,round2_batch5,8039-02.fcs,276
round2_batch5-concat_normalized_8039-02.fcs,CD4 T cells,round2_batch5,8039-02.fcs,1446
round2_batch5-concat_normalized_8039-02.fcs,CM_CD4,round2_batch5,8039-02.fcs,307
round2_batch5-concat_normalized_8039-02.fcs,Effector_CD4,round2_batch5,8039-02.fcs,133
round2_batch5-concat_normalized_8039-02.fcs,EM_CD4,round2_batch5,8039-02.fcs,289
round2_batch5-concat_normalized_8039-02.fcs,Naive_CD4,round2_batch5,8039-02.fcs,682
round2_batch5-concat_normalized_8039-02.fcs,CD8 T cells,round2_batch5,8039-02.fcs,788
round2_batch5-concat_normalized_8039-02.fcs,CM_CD8,round2_batch5,8039-02.fcs,31
round2_batch5-concat_normalized_8039-02.fcs,Effector_CD8,round2_batch5,8039-02.fcs,248
round2_batch5-concat_normalized_8039-02.fcs,EM_CD8,round2_batch5,8039-02.fcs,319
round2_batch5-concat_normalized_8039-02.fcs,Naive_CD8,round2_batch5,8039-02.fcs,172
round2_batch5-concat_normalized_8039-02.fcs,Neutrophils,round2_batch5,8039-02.fcs,576
round2_batch4-concat_normalized_8036-01.fcs,Cells,round2_batch4,8036-01.fcs,22467
round2_batch4-concat_normalized_8036-01.fcs,CD45+CD66-,round2_batch4,8036-01.fcs,8226
round2_batch4-concat_normalized_8036-01.fcs,B cells,round2_batch4,8036-01.fcs,682
round2_batch4-concat_normalized_8036-01.fcs,pDCs,round2_batch4,8036-01.fcs,2
round2_batch4-concat_normalized_8036-01.fcs,Classical monocytes,round2_batch4,8036-01.fcs,243
round2_batch4-concat_normalized_8036-01.fcs,mDCs,round2_batch4,8036-01.fcs,15
round2_batch4-concat_normalized_8036-01.fcs,Nonclassical monocytes,round2_batch4,8036-01.fcs,91
round2_batch4-concat_normalized_8036-01.fcs,NK Cells,round2_batch4,8036-01.fcs,1027
round2_batch4-concat_normalized_8036-01.fcs,CD4 T cells,round2_batch4,8036-01.fcs,4619
round2_batch4-concat_normalized_8036-01.fcs,CM_CD4,round2_batch4,8036-01.fcs,1088
round2_batch4-concat_normalized_8036-01.fcs,Effector_CD4,round2_batch4,8036-01.fcs,258
round2_batch4-concat_normalized_8036-01.fcs,EM_CD4,round2_batch4,8036-01.fcs,653
round2_batch4-concat_normalized_8036-01.fcs,Naive_CD4,round2_batch4,8036-01.fcs,2562
round2_batch4-concat_normalized_8036-01.fcs,CD8 T cells,round2_batch4,8036-01.fcs,1224
round2_batch4-concat_normalized_8036-01.fcs,CM_CD8,round2_batch4,8036-01.fcs,99
round2_batch4-concat_normalized_8036-01.fcs,Effector_CD8,round2_batch4,8036-01.fcs,121
round2_batch4-concat_normalized_8036-01.fcs,EM_CD8,round2_batch4,8036-01.fcs,405
round2_batch4-concat_normalized_8036-01.fcs,Naive_CD8,round2_batch4,8036-01.fcs,554
round2_batch4-concat_normalized_8036-01.fcs,Neutrophils,round2_batch4,8036-01.fcs,9286
mike-run1-concat_normalized_8000-05.fcs,Cells,mike-run1,8000-05.fcs,13921
mike-run1-concat_normalized_8000-05.fcs,CD45+CD66-,mike-run1,8000-05.fcs,7879
mike-run1-concat_normalized_8000-05.fcs,B cells,mike-run1,8000-05.fcs,1141
mike-run1-concat_normalized_8000-05.fcs,pDCs,mike-run1,8000-05.fcs,6
mike-run1-concat_normalized_8000-05.fcs,Classical monocytes,mike-run1,8000-05.fcs,779
mike-run1-concat_normalized_8000-05.fcs,mDCs,mike-run1,8000-05.fcs,81
mike-run1-concat_normalized_8000-05.fcs,Nonclassical monocytes,mike-run1,8000-05.fcs,58
mike-run1-concat_normalized_8000-05.fcs,NK Cells,mike-run1,8000-05.fcs,258
mike-run1-concat_normalized_8000-05.fcs,CD4 T cells,mike-run1,8000-05.fcs,3580
mike-run1-concat_normalized_8000-05.fcs,CM_CD4,mike-run1,8000-05.fcs,397
mike-run1-concat_normalized_8000-05.fcs,Effector_CD4,mike-run1,8000-05.fcs,676
mike-run1-concat_normalized_8000-05.fcs,EM_CD4,mike-run1,8000-05.fcs,1183
mike-run1-concat_normalized_8000-05.fcs,Naive_CD4,mike-run1,8000-05.fcs,1290
mike-run1-concat_normalized_8000-05.fcs,CD8 T cells,mike-run1,8000-05.fcs,1275
mike-run1-concat_normalized_8000-05.fcs,CM_CD8,mike-run1,8000-05.fcs,92
mike-run1-concat_normalized_8000-05.fcs,Effector_CD8,mike-run1,8000-05.fcs,133
mike-run1-concat_normalized_8000-05.fcs,EM_CD8,mike-run1,8000-05.fcs,318
mike-run1-concat_normalized_8000-05.fcs,Naive_CD8,mike-run1,8000-05.fcs,721
mike-run1-concat_normalized_8000-05.fcs,Neutrophils,mike-run1,8000-05.fcs,4840
natalia-batch2-concat_normalized_8009-04.fcs,Cells,natalia-batch2,8009-04.fcs,10807
natalia-batch2-concat_normalized_8009-04.fcs,CD45+CD66-,natalia-batch2,8009-04.fcs,2610
natalia-batch2-concat_normalized_8009-04.fcs,B cells,natalia-batch2,8009-04.fcs,265
natalia-batch2-concat_normalized_8009-04.fcs,pDCs,natalia-batch2,8009-04.fcs,2
natalia-batch2-concat_normalized_8009-04.fcs,Classical monocytes,natalia-batch2,8009-04.fcs,12
natalia-batch2-concat_normalized_8009-04.fcs,mDCs,natalia-batch2,8009-04.fcs,7
natalia-batch2-concat_normalized_8009-04.fcs,Nonclassical monocytes,natalia-batch2,8009-04.fcs,67
natalia-batch2-concat_normalized_8009-04.fcs,NK Cells,natalia-batch2,8009-04.fcs,207
natalia-batch2-concat_normalized_8009-04.fcs,CD4 T cells,natalia-batch2,8009-04.fcs,1436
natalia-batch2-concat_normalized_8009-04.fcs,CM_CD4,natalia-batch2,8009-04.fcs,420
natalia-batch2-concat_normalized_8009-04.fcs,Effector_CD4,natalia-batch2,8009-04.fcs,90
natalia-batch2-concat_normalized_8009-04.fcs,EM_CD4,natalia-batch2,8009-04.fcs,255
natalia-batch2-concat_normalized_8009-04.fcs,Naive_CD4,natalia-batch2,8009-04.fcs,623
natalia-batch2-concat_normalized_8009-04.fcs,CD8 T cells,natalia-batch2,8009-04.fcs,560
natalia-batch2-concat_normalized_8009-04.fcs,CM_CD8,natalia-batch2,8009-04.fcs,8
natalia-batch2-concat_normalized_8009-04.fcs,Effector_CD8,natalia-batch2,8009-04.fcs,178
natalia-batch2-concat_normalized_8009-04.fcs,EM_CD8,natalia-batch2,8009-04.fcs,204
natalia-batch2-concat_normalized_8009-04.fcs,Naive_CD8,natalia-batch2,8009-04.fcs,165
natalia-batch2-concat_normalized_8009-04.fcs,Neutrophils,natalia-batch2,8009-04.fcs,1988
round2_batch1-concat_normalized_8016-02.fcs,Cells,round2_batch1,8016-02.fcs,23689
round2_batch1-concat_normalized_8016-02.fcs,CD45+CD66-,round2_batch1,8016-02.fcs,6605
round2_batch1-concat_normalized_8016-02.fcs,B cells,round2_batch1,8016-02.fcs,670
round2_batch1-concat_normalized_8016-02.fcs,pDCs,round2_batch1,8016-02.fcs,7
round2_batch1-concat_normalized_8016-02.fcs,Classical monocytes,round2_batch1,8016-02.fcs,1051
round2_batch1-concat_normalized_8016-02.fcs,mDCs,round2_batch1,8016-02.fcs,30
round2_batch1-concat_normalized_8016-02.fcs,Nonclassical monocytes,round2_batch1,8016-02.fcs,217
round2_batch1-concat_normalized_8016-02.fcs,NK Cells,round2_batch1,8016-02.fcs,239
round2_batch1-concat_normalized_8016-02.fcs,CD4 T cells,round2_batch1,8016-02.fcs,3114
round2_batch1-concat_normalized_8016-02.fcs,CM_CD4,round2_batch1,8016-02.fcs,729
round2_batch1-concat_normalized_8016-02.fcs,Effector_CD4,round2_batch1,8016-02.fcs,210
round2_batch1-concat_normalized_8016-02.fcs,EM_CD4,round2_batch1,8016-02.fcs,574
round2_batch1-concat_normalized_8016-02.fcs,Naive_CD4,round2_batch1,8016-02.fcs,1572
round2_batch1-concat_normalized_8016-02.fcs,CD8 T cells,round2_batch1,8016-02.fcs,799
round2_batch1-concat_normalized_8016-02.fcs,CM_CD8,round2_batch1,8016-02.fcs,138
round2_batch1-concat_normalized_8016-02.fcs,Effector_CD8,round2_batch1,8016-02.fcs,148
round2_batch1-concat_normalized_8016-02.fcs,EM_CD8,round2_batch1,8016-02.fcs,312
round2_batch1-concat_normalized_8016-02.fcs,Naive_CD8,round2_batch1,8016-02.fcs,167
round2_batch1-concat_normalized_8016-02.fcs,Neutrophils,round2_batch1,8016-02.fcs,15517
round2_batch4-concat_normalized_8035-07.fcs,Cells,round2_batch4,8035-07.fcs,50195
round2_batch4-concat_normalized_8035-07.fcs,CD45+CD66-,round2_batch4,8035-07.fcs,20635
round2_batch4-concat_normalized_8035-07.fcs,B cells,round2_batch4,8035-07.fcs,1853
round2_batch4-concat_normalized_8035-07.fcs,pDCs,round2_batch4,8035-07.fcs,1
round2_batch4-concat_normalized_8035-07.fcs,Classical monocytes,round2_batch4,8035-07.fcs,557
round2_batch4-concat_normalized_8035-07.fcs,mDCs,round2_batch4,8035-07.fcs,27
round2_batch4-concat_normalized_8035-07.fcs,Nonclassical monocytes,round2_batch4,8035-07.fcs,947
round2_batch4-concat_normalized_8035-07.fcs,NK Cells,round2_batch4,8035-07.fcs,2159
round2_batch4-concat_normalized_8035-07.fcs,CD4 T cells,round2_batch4,8035-07.fcs,11006
round2_batch4-concat_normalized_8035-07.fcs,CM_CD4,round2_batch4,8035-07.fcs,3263
round2_batch4-concat_normalized_8035-07.fcs,Effector_CD4,round2_batch4,8035-07.fcs,958
round2_batch4-concat_normalized_8035-07.fcs,EM_CD4,round2_batch4,8035-07.fcs,3006
round2_batch4-concat_normalized_8035-07.fcs,Naive_CD4,round2_batch4,8035-07.fcs,3545
round2_batch4-concat_normalized_8035-07.fcs,CD8 T cells,round2_batch4,8035-07.fcs,2774
round2_batch4-concat_normalized_8035-07.fcs,CM_CD8,round2_batch4,8035-07.fcs,268
round2_batch4-concat_normalized_8035-07.fcs,Effector_CD8,round2_batch4,8035-07.fcs,191
round2_batch4-concat_normalized_8035-07.fcs,EM_CD8,round2_batch4,8035-07.fcs,1607
round2_batch4-concat_normalized_8035-07.fcs,Naive_CD8,round2_batch4,8035-07.fcs,603
round2_batch4-concat_normalized_8035-07.fcs,Neutrophils,round2_batch4,8035-07.fcs,20639
natalia-batch2-concat_normalized_8011-02.fcs,Cells,natalia-batch2,8011-02.fcs,17609
natalia-batch2-concat_normalized_8011-02.fcs,CD45+CD66-,natalia-batch2,8011-02.fcs,1270
natalia-batch2-concat_normalized_8011-02.fcs,B cells,natalia-batch2,8011-02.fcs,133
natalia-batch2-concat_normalized_8011-02.fcs,pDCs,natalia-batch2,8011-02.fcs,0
natalia-batch2-concat_normalized_8011-02.fcs,Classical monocytes,natalia-batch2,8011-02.fcs,5
natalia-batch2-concat_normalized_8011-02.fcs,mDCs,natalia-batch2,8011-02.fcs,17
natalia-batch2-concat_normalized_8011-02.fcs,Nonclassical monocytes,natalia-batch2,8011-02.fcs,12
natalia-batch2-concat_normalized_8011-02.fcs,NK Cells,natalia-batch2,8011-02.fcs,84
natalia-batch2-concat_normalized_8011-02.fcs,CD4 T cells,natalia-batch2,8011-02.fcs,484
natalia-batch2-concat_normalized_8011-02.fcs,CM_CD4,natalia-batch2,8011-02.fcs,198
natalia-batch2-concat_normalized_8011-02.fcs,Effector_CD4,natalia-batch2,8011-02.fcs,8
natalia-batch2-concat_normalized_8011-02.fcs,EM_CD4,natalia-batch2,8011-02.fcs,67
natalia-batch2-concat_normalized_8011-02.fcs,Naive_CD4,natalia-batch2,8011-02.fcs,201
natalia-batch2-concat_normalized_8011-02.fcs,CD8 T cells,natalia-batch2,8011-02.fcs,370
natalia-batch2-concat_normalized_8011-02.fcs,CM_CD8,natalia-batch2,8011-02.fcs,22
natalia-batch2-concat_normalized_8011-02.fcs,Effector_CD8,natalia-batch2,8011-02.fcs,98
natalia-batch2-concat_normalized_8011-02.fcs,EM_CD8,natalia-batch2,8011-02.fcs,172
natalia-batch2-concat_normalized_8011-02.fcs,Naive_CD8,natalia-batch2,8011-02.fcs,75
natalia-batch2-concat_normalized_8011-02.fcs,Neutrophils,natalia-batch2,8011-02.fcs,5259
round2_batch3-concat_normalized_8032-01.fcs,Cells,round2_batch3,8032-01.fcs,61975
round2_batch3-concat_normalized_8032-01.fcs,CD45+CD66-,round2_batch3,8032-01.fcs,29952
round2_batch3-concat_normalized_8032-01.fcs,B cells,round2_batch3,8032-01.fcs,2235
round2_batch3-concat_normalized_8032-01.fcs,pDCs,round2_batch3,8032-01.fcs,2
round2_batch3-concat_normalized_8032-01.fcs,Classical monocytes,round2_batch3,8032-01.fcs,1981
round2_batch3-concat_normalized_8032-01.fcs,mDCs,round2_batch3,8032-01.fcs,58
round2_batch3-concat_normalized_8032-01.fcs,Nonclassical monocytes,round2_batch3,8032-01.fcs,719
round2_batch3-concat_normalized_8032-01.fcs,NK Cells,round2_batch3,8032-01.fcs,2679
round2_batch3-concat_normalized_8032-01.fcs,CD4 T cells,round2_batch3,8032-01.fcs,12760
round2_batch3-concat_normalized_8032-01.fcs,CM_CD4,round2_batch3,8032-01.fcs,5145
round2_batch3-concat_normalized_8032-01.fcs,Effector_CD4,round2_batch3,8032-01.fcs,643
round2_batch3-concat_normalized_8032-01.fcs,EM_CD4,round2_batch3,8032-01.fcs,2974
round2_batch3-concat_normalized_8032-01.fcs,Naive_CD4,round2_batch3,8032-01.fcs,3980
round2_batch3-concat_normalized_8032-01.fcs,CD8 T cells,round2_batch3,8032-01.fcs,8128
round2_batch3-concat_normalized_8032-01.fcs,CM_CD8,round2_batch3,8032-01.fcs,347
round2_batch3-concat_normalized_8032-01.fcs,Effector_CD8,round2_batch3,8032-01.fcs,1506
round2_batch3-concat_normalized_8032-01.fcs,EM_CD8,round2_batch3,8032-01.fcs,4945
round2_batch3-concat_normalized_8032-01.fcs,Naive_CD8,round2_batch3,8032-01.fcs,410
round2_batch3-concat_normalized_8032-01.fcs,Neutrophils,round2_batch3,8032-01.fcs,25360
mike-run1-concat_normalized_8000-02.fcs,Cells,mike-run1,8000-02.fcs,37011
mike-run1-concat_normalized_8000-02.fcs,CD45+CD66-,mike-run1,8000-02.fcs,12712
mike-run1-concat_normalized_8000-02.fcs,B cells,mike-run1,8000-02.fcs,1492
mike-run1-concat_normalized_8000-02.fcs,pDCs,mike-run1,8000-02.fcs,25
mike-run1-concat_normalized_8000-02.fcs,Classical monocytes,mike-run1,8000-02.fcs,1860
mike-run1-concat_normalized_8000-02.fcs,mDCs,mike-run1,8000-02.fcs,197
mike-run1-concat_normalized_8000-02.fcs,Nonclassical monocytes,mike-run1,8000-02.fcs,129
mike-run1-concat_normalized_8000-02.fcs,NK Cells,mike-run1,8000-02.fcs,530
mike-run1-concat_normalized_8000-02.fcs,CD4 T cells,mike-run1,8000-02.fcs,5513
mike-run1-concat_normalized_8000-02.fcs,CM_CD4,mike-run1,8000-02.fcs,650
mike-run1-concat_normalized_8000-02.fcs,Effector_CD4,mike-run1,8000-02.fcs,1166
mike-run1-concat_normalized_8000-02.fcs,EM_CD4,mike-run1,8000-02.fcs,1689
mike-run1-concat_normalized_8000-02.fcs,Naive_CD4,mike-run1,8000-02.fcs,1927
mike-run1-concat_normalized_8000-02.fcs,CD8 T cells,mike-run1,8000-02.fcs,1894
mike-run1-concat_normalized_8000-02.fcs,CM_CD8,mike-run1,8000-02.fcs,96
mike-run1-concat_normalized_8000-02.fcs,Effector_CD8,mike-run1,8000-02.fcs,214
mike-run1-concat_normalized_8000-02.fcs,EM_CD8,mike-run1,8000-02.fcs,466
mike-run1-concat_normalized_8000-02.fcs,Naive_CD8,mike-run1,8000-02.fcs,1100
mike-run1-concat_normalized_8000-02.fcs,Neutrophils,mike-run1,8000-02.fcs,21682
natalia-batch1-concat_normalized_8007-04.fcs,Cells,natalia-batch1,8007-04.fcs,36760
natalia-batch1-concat_normalized_8007-04.fcs,CD45+CD66-,natalia-batch1,8007-04.fcs,14468
natalia-batch1-concat_normalized_8007-04.fcs,B cells,natalia-batch1,8007-04.fcs,786
natalia-batch1-concat_normalized_8007-04.fcs,pDCs,natalia-batch1,8007-04.fcs,5
natalia-batch1-concat_normalized_8007-04.fcs,Classical monocytes,natalia-batch1,8007-04.fcs,157
natalia-batch1-concat_normalized_8007-04.fcs,mDCs,natalia-batch1,8007-04.fcs,106
natalia-batch1-concat_normalized_8007-04.fcs,Nonclassical monocytes,natalia-batch1,8007-04.fcs,468
natalia-batch1-concat_normalized_8007-04.fcs,NK Cells,natalia-batch1,8007-04.fcs,2328
natalia-batch1-concat_normalized_8007-04.fcs,CD4 T cells,natalia-batch1,8007-04.fcs,7502
natalia-batch1-concat_normalized_8007-04.fcs,CM_CD4,natalia-batch1,8007-04.fcs,1954
natalia-batch1-concat_normalized_8007-04.fcs,Effector_CD4,natalia-batch1,8007-04.fcs,440
natalia-batch1-concat_normalized_8007-04.fcs,EM_CD4,natalia-batch1,8007-04.fcs,829
natalia-batch1-concat_normalized_8007-04.fcs,Naive_CD4,natalia-batch1,8007-04.fcs,4219
natalia-batch1-concat_normalized_8007-04.fcs,CD8 T cells,natalia-batch1,8007-04.fcs,2867
natalia-batch1-concat_normalized_8007-04.fcs,CM_CD8,natalia-batch1,8007-04.fcs,82
natalia-batch1-concat_normalized_8007-04.fcs,Effector_CD8,natalia-batch1,8007-04.fcs,666
natalia-batch1-concat_normalized_8007-04.fcs,EM_CD8,natalia-batch1,8007-04.fcs,900
natalia-batch1-concat_normalized_8007-04.fcs,Naive_CD8,natalia-batch1,8007-04.fcs,1158
natalia-batch1-concat_normalized_8007-04.fcs,Neutrophils,natalia-batch1,8007-04.fcs,13187
round2_batch4-concat_normalized_8038-01.fcs,Cells,round2_batch4,8038-01.fcs,19401
round2_batch4-concat_normalized_8038-01.fcs,CD45+CD66-,round2_batch4,8038-01.fcs,4788
round2_batch4-concat_normalized_8038-01.fcs,B cells,round2_batch4,8038-01.fcs,637
round2_batch4-concat_normalized_8038-01.fcs,pDCs,round2_batch4,8038-01.fcs,0
round2_batch4-concat_normalized_8038-01.fcs,Classical monocytes,round2_batch4,8038-01.fcs,46
round2_batch4-concat_normalized_8038-01.fcs,mDCs,round2_batch4,8038-01.fcs,4
round2_batch4-concat_normalized_8038-01.fcs,Nonclassical monocytes,round2_batch4,8038-01.fcs,64
round2_batch4-concat_normalized_8038-01.fcs,NK Cells,round2_batch4,8038-01.fcs,678
round2_batch4-concat_normalized_8038-01.fcs,CD4 T cells,round2_batch4,8038-01.fcs,2418
round2_batch4-concat_normalized_8038-01.fcs,CM_CD4,round2_batch4,8038-01.fcs,547
round2_batch4-concat_normalized_8038-01.fcs,Effector_CD4,round2_batch4,8038-01.fcs,197
round2_batch4-concat_normalized_8038-01.fcs,EM_CD4,round2_batch4,8038-01.fcs,447
round2_batch4-concat_normalized_8038-01.fcs,Naive_CD4,round2_batch4,8038-01.fcs,1190
round2_batch4-concat_normalized_8038-01.fcs,CD8 T cells,round2_batch4,8038-01.fcs,560
round2_batch4-concat_normalized_8038-01.fcs,CM_CD8,round2_batch4,8038-01.fcs,108
round2_batch4-concat_normalized_8038-01.fcs,Effector_CD8,round2_batch4,8038-01.fcs,41
round2_batch4-concat_normalized_8038-01.fcs,EM_CD8,round2_batch4,8038-01.fcs,208
round2_batch4-concat_normalized_8038-01.fcs,Naive_CD8,round2_batch4,8038-01.fcs,165
round2_batch4-concat_normalized_8038-01.fcs,Neutrophils,round2_batch4,8038-01.fcs,6193
